name,url,standard,address,id,result(total),result(error),result(warning),result(notice)
Shelford Medical Practice,http://grantamedicalpractices.co.uk,WCAG2AAA,CB22 5FY,5d290b42edf8287f0f23bb26,184,52,31,101
Cambridge Access Surgery,http://www.mhcambridgeaccess.co.uk/,WCAG2AAA,CB5 8HB,5d290b42edf8287f0f23bb27,195,41,41,113
The Medical Centre Buntingford,http://www.mysurgerywebsite.co.uk/index.aspx?p=e82130,WCAG2AAA,SG9 9DQ,5d290b42edf8287f0f23bb28,363,35,173,155
The Pines Surgery,http://www.pinessurgery.co.uk,WCAG2AAA,NN2 8LL,5d290b42edf8287f0f23bb29
Mill Road Surgery,http://www.millroadgpsurgery.co.uk,WCAG2AAA,S35 9XQ,5d290b42edf8287f0f23bb2a,70,14,15,41
Whitefields Surgery,http://www.eleanorcrosshealthcare.co.uk,WCAG2AAA,NN4 9UW,5d290b42edf8287f0f23bb2b,502,7,246,249
Cottenham Surgery,http://www.cottenhamsurgery.nhs.uk,WCAG2AAA,CB24 8SE,5d290b42edf8287f0f23bb2c,239,49,63,127
"Firs House Partnership, 42 Telegraph Street",http://www.firshouse.com,WCAG2AAA,CB24 8QU,5d290b42edf8287f0f23bb2d,336,41,171,124
Brookfields Health Centre,http://www.cherryhintonmedical.co.uk,WCAG2AAA,CB1 3DQ,5d290b42edf8287f0f23bb2e,236,60,54,122
Cornford House Surgery,http://www.cornfordhouse.org,WCAG2AAA,CB1 8BA,5d290b42edf8287f0f23bb2f,244,9,97,138
Kings Health & Lings Brook Practice,http://www.kingsheathpractice.nhs.uk/,WCAG2AAA,NN5 7LN,5d290b42edf8287f0f23bb30,308,134,46,128
Blisworth Surgery,http://www.theparksmedicalpractice.co.uk,WCAG2AAA,NN7 3BT,5d290b42edf8287f0f23bb31,224,60,43,121
Edlesborough Surgery,http://www.edlesboroughsurgery.co.uk/,WCAG2AAA,LU6 2HT,5d290b42edf8287f0f23bb32,296,32,115,149
Pytchley Court Health Centre,https://www.saxonspires.co.uk/,WCAG2AAA,NN6 9WU,5d290b42edf8287f0f23bb33,218,21,96,101
East Barnwell Health Centre,http://www.eastbarnwellhealthcentre.co.uk,WCAG2AAA,CB5 8SP,5d290b42edf8287f0f23bb34,298,20,130,148
St Luke's Primary Care Centre,http://www.stlukesprimarycarecentre.co.uk,WCAG2AAA,NN5 6FR,5d290b42edf8287f0f23bb35,353,24,88,241
Lakeside Healthcare at Yaxley,http://www.yaxleygp.nhs.uk/home,WCAG2AAA,PE7 3JL,5d290b42edf8287f0f23bb36
Cherry Hinton Surgery,http://www.millroadsurgery.co.uk,WCAG2AAA,CB1 9HJ,5d290b42edf8287f0f23bb37,226,23,76,127
Cherry Hinton & Brookfields Medical Practice,http://www.cherryhintonmedical.co.uk,WCAG2AAA,CB1 9HR,5d290b42edf8287f0f23bb38,236,60,54,122
Ashcroft Surgery,http://www.theashcroftsurgery.co.uk/,WCAG2AAA,M19 3BS,5d290b42edf8287f0f23bb39,221,12,81,128
"Granta Medical Practices, Sawston Medical Centre",http://www.grantamedicalpractices.co.uk/index.php,WCAG2AAA,CB22 3HU,5d290b42edf8287f0f23bb3a,184,52,31,101
"Markyate Surgery, part of Rothschild House Group",http://www.markyatesurgery99.co.uk/,WCAG2AAA,AL3 8LJ,5d290b42edf8287f0f23bb3b,331,57,21,253
Great Oakley Medical Centre,https://www.greatoakleymedicalcentre.co.uk,WCAG2AAA,NN18 8LU,5d290b42edf8287f0f23bb3c,275,41,74,160
Rothwell Medical Centre,http://www.rdhg.co.uk,WCAG2AAA,NN14 6JQ,5d290b42edf8287f0f23bb3d,300,96,50,154
Paulerspury Branch Surgery,http://www.towcestermedicalcentre.co.uk,WCAG2AAA,NN12 7ND,5d290b42edf8287f0f23bb3e,320,53,42,225
Woodsend Medical Centre,http://www.woodsendmc.com,WCAG2AAA,NN18 0QP,5d290b42edf8287f0f23bb3f
Forest Gate Medical Centre,http://www.thelakesidesurgery.co.uk/,WCAG2AAA,NN17 1TR,5d290b42edf8287f0f23bb40,193,39,16,138
Hampton Health,http://www.hamptonhealth.uk,WCAG2AAA,PE7 8DR,5d290b42edf8287f0f23bb41,235,60,46,129
Orton Bushfield Medical Centre,http://www.ortonbushfield.gpsurgery.net,WCAG2AAA,PE2 5RQ,5d290b42edf8287f0f23bb42,375,186,14,175
The Studfall Partnership,http://www.thestudfallpartnership.co.uk,WCAG2AAA,NN17 1QP,5d290b42edf8287f0f23bb43,288,18,144,126
Dr Sumira,http://www.drsumiraspractice-studfall.nhs.uk,WCAG2AAA,NN17 1QP,5d290b42edf8287f0f23bb44,194,6,73,115
Waterbeach Surgery,http://www.waterbeachsurgery.co.uk/,WCAG2AAA,CB25 9LQ,5d290b42edf8287f0f23bb45,125,37,21,67
Desborough Health Centre,http://www.rdhg.co.uk,WCAG2AAA,NN14 2NB,5d290b42edf8287f0f23bb46,300,96,50,154
BRIDGE COTTAGE SURGERY,http://www.bridgecottagesurgery.nhs.uk,WCAG2AAA,AL6 9EF,5d290b42edf8287f0f23bb47,254,17,99,138
The Surgery Haddenham,"http://www.haddenhamsurgery.nhs.uk/welcome,46452.htm",WCAG2AAA,CB6 3TA,5d290b42edf8287f0f23bb48,150,39,44,67
Priors Field Surgery,http://www.priorsfieldsurgery.nhs.uk,WCAG2AAA,CB6 2RB,5d290b42edf8287f0f23bb49,496,191,134,171
School Street Surgery,http://www.thegoldstreetsurgery.co.uk/,WCAG2AAA,CB10 1NN,5d290b42edf8287f0f23bb4a,494,60,128,306
Pitstone Surgery,http://www.edlesboroughsurgery.co.uk/,WCAG2AAA,LU7 9BE,5d290b42edf8287f0f23bb4b,296,32,115,149
Little Rothschild Surgery,http://www.rothschildhousesurgery.co.uk,WCAG2AAA,LU7 9AX,5d290b42edf8287f0f23bb4c,331,57,21,253
George Clare Surgery,http://www.georgeclaresurgery.nhs.uk,WCAG2AAA,PE16 6EX,5d290b42edf8287f0f23bb4d,175,51,26,98
Dr Dickson And Partners,http://www.nordenhousesurgery.co.uk,WCAG2AAA,MK18 3DW,5d290b42edf8287f0f23bb4e,196,53,22,121
Gretton Surgery,http://www.uppinghamsurgery.nhs.uk,WCAG2AAA,NN17 3BD,5d290b42edf8287f0f23bb4f,228,64,33,131
Much Hadham Health Centre,http://www.muchhadhamhealthcentre.co.uk,WCAG2AAA,SG10 6DE,5d290b42edf8287f0f23bb50,199,14,71,114
Market Harborough Medical Centre,http://www.marketharboroughmedicalcentre.co.uk,WCAG2AAA,LE16 9BX,5d290b42edf8287f0f23bb51,327,74,104,149
Bishop's Park Health Centre,http://www.southstreetsurgery.co.uk,WCAG2AAA,CM23 4DA,5d290b42edf8287f0f23bb52,369,72,103,194
Meadowcroft Surgery,http://www.meadowcroftsurgery.co.uk/,WCAG2AAA,HP19 9EX,5d290b42edf8287f0f23bb53,265,22,90,153
The Stansted Surgery,http://www.thestanstedsurgery.nhs.uk,WCAG2AAA,CM24 8XG,5d290b42edf8287f0f23bb54,175,37,69,69
Church Street Partnership,http://www.churchstsurgery.co.uk/,WCAG2AAA,CM23 2LY,5d290b42edf8287f0f23bb55,351,34,109,208
Thorley Health Centre,http://www.churchstsurgery.co.uk,WCAG2AAA,CM23 4EG,5d290b42edf8287f0f23bb56,349,34,108,207
South Street Surgery,http://www.southstreetsurgery.co.uk,WCAG2AAA,CM23 3AP,5d290b42edf8287f0f23bb57,365,70,103,192
PARSONAGE SURGERY,http://www.parsonagesurgery.co.uk/,WCAG2AAA,CM23 5JH,5d290b42edf8287f0f23bb58
"Haymeads Lane Medical Centre, Bishops Stortford",http://www.churchstsurgery.co.uk/,WCAG2AAA,CM23 5JH,5d290b42edf8287f0f23bb59,349,34,108,207
Mann Cottage Surgery,http://www.moretondoctors.nhs.uk,WCAG2AAA,GL56 0DS,5d290b42edf8287f0f23bb5a,396,22,160,214
Shipston Medical Centre,http://shipstonmc.warwickshire.nhs.uk/,WCAG2AAA,CV36 4BQ,5d290b42edf8287f0f23bb5b,272,23,66,183
Chipping Norton Health Centre,http://www.chippingnortonhealthcentre.nhs.uk/,WCAG2AAA,OX7 5FA,5d290b42edf8287f0f23bb5c,362,32,130,200
Stow Surgery,http://www.stowsurgery.co.uk/,WCAG2AAA,GL54 1EQ,5d290b42edf8287f0f23bb5d,365,9,138,218
White House Surgery Blockley Branch,http://www.whitehousesurgery.co.uk,WCAG2AAA,GL56 9BJ,5d290b42edf8287f0f23bb5e,277,11,93,173
Hook Norton Surgery,http://www.bloxhamsurgery.co.uk,WCAG2AAA,OX15 5PB,5d290b42edf8287f0f23bb5f,252,73,23,156
Chipping Campden Surgery,http://www.chippingcampdensurgery.co.uk,WCAG2AAA,GL55 6AU,5d290b42edf8287f0f23bb60,269,6,120,143
Wychwood Surgery,http://www.wychwoodsurgery.co.uk,WCAG2AAA,OX7 6BW,5d290b42edf8287f0f23bb61,205,63,27,115
Cotswold Medical Practice,http://www.bourtonandnorthleachsurgeries.nhs.uk,WCAG2AAA,GL54 2AZ,5d290b42edf8287f0f23bb62
Shenington Surgery,http://www.fennycomptonandsheningtonsurgery.nhs.uk/,WCAG2AAA,OX15 6NF,5d290b42edf8287f0f23bb63,354,93,82,179
Meon Medical Centre,http://www.meonmedicalcentre.nhs.uk,WCAG2AAA,CV37 8TA,5d290b42edf8287f0f23bb64
The Charlbury Medical Centre,http://www.thecharlburymedicalcentre.nhs.uk,WCAG2AAA,OX7 3PQ,5d290b42edf8287f0f23bb65,190,56,17,117
Bloxham Surgery,http://www.bloxhamsurgery.co.uk,WCAG2AAA,OX15 4ES,5d290b42edf8287f0f23bb66,252,73,23,156
Little Thatch,http://www.hastingshouse.org.uk,WCAG2AAA,CV35 0HN,5d290b42edf8287f0f23bb67,217,39,42,136
Kineton Surgery,http://www.kinetonsurgery.org.uk,WCAG2AAA,CV35 0LP,5d290b42edf8287f0f23bb68,2,1,0,1
Burford Surgery,http://www.burfordsurgery.co.uk,WCAG2AAA,OX18 4LS,5d290b42edf8287f0f23bb69,71,16,16,39
Hardwick And Arden Surgery,http://www.westbarsurgery.co.uk,WCAG2AAA,OX16 1XE,5d290b42edf8287f0f23bb6a,414,19,238,157
West Bar Surgery,http://www.westbarsurgery.co.uk/,WCAG2AAA,OX16 9AD,5d290b42edf8287f0f23bb6b,414,19,238,157
Hightown Surgery,http://www.hightownsurgery.co.uk/,WCAG2AAA,OX16 9DB,5d290b42edf8287f0f23bb6c,259,7,85,167
Deddington Health Centre,http://www.deddingtonsurgery.co.uk,WCAG2AAA,OX15 0TQ,5d290b42edf8287f0f23bb6d,294,32,100,162
Banbury Health Centre,http://www.banburyhealthcentre.co.uk,WCAG2AAA,OX16 5QD,5d290b42edf8287f0f23bb6e,261,35,94,132
Hastings House Surgery,http://www.hastingshouse.org.uk/,WCAG2AAA,CV35 9RH,5d290b42edf8287f0f23bb6f,217,39,42,136
Bridge House Medical Centre,http://www.bhmc.co.uk,WCAG2AAA,CV37 6HE,5d290b42edf8287f0f23bb70,243,28,57,158
Woodlands Surgery,http://www.middlecharemedicalgroup.co.uk/,WCAG2AAA,NE38 9EJ,5d290b42edf8287f0f23bb71,243,9,85,149
Arden Medical Centre,http://www.ardenmedicalcentre.co.uk,WCAG2AAA,B93 0QA,5d290b42edf8287f0f23bb72,257,36,74,147
Westwoods Surgery,http://www.bourtonandnorthleachsurgeries.nhs.uk,WCAG2AAA,GL54 3QJ,5d290b42edf8287f0f23bb73
Rother House Medical Centre,http://www.rotherhouse.org.uk,WCAG2AAA,CV37 6PP,5d290b42edf8287f0f23bb74,235,35,49,151
Trinity Court Surgery,http://www.trinitycourt.org.uk,WCAG2AAA,CV37 6HJ,5d290b42edf8287f0f23bb75,188,36,50,102
Winchcombe Medical Centre,http://www.winchcombemedical.nhs.uk,WCAG2AAA,GL54 5GZ,5d290b42edf8287f0f23bb76,204,57,24,123
Dr Swindlehurst And Partners,http://www.riversidesurgery.co.uk,WCAG2AAA,WR11 1JP,5d290b42edf8287f0f23bb77,349,21,140,188
Bidford Health Centre,http://bidfordhc.nhs.uk/,WCAG2AAA,B50 4LX,5d290b42edf8287f0f23bb78,185,14,52,119
Merstow Green Medical Practice,http://www.merstowgreenmedicalpractice.co.uk/,WCAG2AAA,WR11 4BS,5d290b42edf8287f0f23bb79,188,11,49,128
Long Hanborough Surgery,https://www.eynshammedicalgroup.org.uk,WCAG2AAA,OX29 8JL,5d290b42edf8287f0f23bb7a,333,65,43,225
Windrush Medical Practice,http://www.windrushmedicalpractice.co.uk,WCAG2AAA,OX28 6JS,5d290b42edf8287f0f23bb7b,566,35,213,318
Dr Turner And Partners,https://www.woodstocksurgery.co.uk,WCAG2AAA,OX20 1UD,5d290b42edf8287f0f23bb7c,230,36,65,129
The Nuffield Practice,http://thenuffieldpractice.co.uk,WCAG2AAA,OX28 6JQ,5d290b42edf8287f0f23bb7d,514,35,15,464
Cropredy Surgery,http://www.cropredy-surgery.co.uk,WCAG2AAA,OX17 1FB,5d290b42edf8287f0f23bb7e,258,10,93,155
Fenny Compton Surgery,http://www.fennycomptonandsheningtonsurgery.nhs.uk/,WCAG2AAA,CV47 2YG,5d290b42edf8287f0f23bb7f,354,93,82,179
Broadshires Health Centre,http://www.broadshireshealthcentre.com,WCAG2AAA,OX18 1JA,5d290b42edf8287f0f23bb80,282,68,101,113
Cogges Surgery,http://www.coggesgpsurgery.org.uk,WCAG2AAA,OX28 3FS,5d290b42edf8287f0f23bb81,166,29,24,113
Dr Sharpley,http://www.burfordsurgery.co.uk,WCAG2AAA,OX18 3LJ,5d290b42edf8287f0f23bb82,85,19,19,47
"Dr J Uden & Partners, Carterton",http://www.bamptonmedicalpractice.co.uk,WCAG2AAA,OX18 3LJ,5d290b42edf8287f0f23bb83,223,66,43,114
Harbury Surgery Dr Snowdon & Partner,http://www.harburysurgery.org.uk,WCAG2AAA,CV47 2RE,5d290b42edf8287f0f23bb84,347,10,174,163
The Croft Medical Centre (Bishops Tachbrook Branch),http://www.croftmedical.co.uk/,WCAG2AAA,CV33 9QX,5d290b42edf8287f0f23bb85,294,81,64,149
Eynsham Medical Group,https://www.eynshammedicalgroup.org.uk,WCAG2AAA,OX29 4QB,5d290b42edf8287f0f23bb86,336,65,45,226
The Arrow Surgery,http://www.thearrowsurgery.nhs.uk,WCAG2AAA,B49 6QR,5d290b42edf8287f0f23bb87,247,13,56,178
Alcester Health Centre,http://www.alcesterhealthcentre.co.uk,WCAG2AAA,B49 6QR,5d290b42edf8287f0f23bb88,325,34,89,202
Yarnton Medical Practice,http://www.kidlingtonandyarntonsurgery.co.uk,WCAG2AAA,OX5 1LT,5d290b42edf8287f0f23bb89,206,10,79,117
"Dr J Uden & Partners, Bampton",http://www.bamptonmedicalpractice.co.uk,WCAG2AAA,OX18 2LJ,5d290b42edf8287f0f23bb8a,209,65,39,105
The Key Medical Practice,http://www.kidlingtonandyarntonsurgery.co.uk,WCAG2AAA,OX5 1AP,5d290b42edf8287f0f23bb8b,206,10,79,117
Harbury Surgery,http://www.harburysurgery.org.uk,WCAG2AAA,CV33 9HR,5d290b42edf8287f0f23bb8c,349,10,174,165
Drs Holtby & Martin,http://www.whitnashmc.co.uk/,WCAG2AAA,CV31 2LT,5d290b42edf8287f0f23bb8d,183,6,74,103
Cleevelands Medical Centre ,https://www.sevenposts-greyholme.nhs.uk/index.aspx,WCAG2AAA,GL52 7YU,5d290b42edf8287f0f23bb8e,182,37,40,105
Warwick Gates Family Health Centre,http://www.warwickgatesfhc.co.uk/,WCAG2AAA,CV34 6DZ,5d290b42edf8287f0f23bb8f,280,52,79,149
Sixways Clinic,http://www.sixwaysclinic.co.uk/,WCAG2AAA,GL52 6HS,5d290b42edf8287f0f23bb90,14,2,6,6
Berkeley Place Surgery,http://www.berkeleyplacesurgery.nhs.uk,WCAG2AAA,GL52 6DA,5d290b42edf8287f0f23bb91,237,17,79,141
Budbrooke Medical Centre,http://budbrookemedicalcentre.co.uk,WCAG2AAA,CV35 8SA,5d290b42edf8287f0f23bb92,226,15,80,131
St Wulfstan Surgery,http://stwulfstan.warwickshire.nhs.uk/,WCAG2AAA,CV47 0FG,5d290b42edf8287f0f23bb93,270,52,55,163
The Portland Practice,http://portlandpractice.co.uk,WCAG2AAA,GL50 4DP,5d290b42edf8287f0f23bb94,51,2,4,45
St George's Surgery,http://www.st-georgessurgery.co.uk/,WCAG2AAA,GL50 4DP,5d290b42edf8287f0f23bb95,253,63,63,127
Cape Road Surgery,http://www.priorymed.nhs.uk,WCAG2AAA,CV34 4JP,5d290b42edf8287f0f23bb96,253,51,53,149
The Royal Crescent Surgery ,http://www.royalcrescentsurgery.nhs.uk,WCAG2AAA,GL50 3DA,5d290b42edf8287f0f23bb97,241,7,108,126
Crescent Bakery,http://www.crescentbakerysurgery.nhs.uk/,WCAG2AAA,GL50 3PN,5d290b42edf8287f0f23bb98,424,31,161,232
Lisle Court Medical Centre,http://www.lislecourt.co.uk,WCAG2AAA,CV31 2ES,5d290b42edf8287f0f23bb99,294,81,64,149
Islip Surgery,https://www.islipsurgery.org.uk/,WCAG2AAA,OX5 2TQ,5d290b42edf8287f0f23bb9a,410,15,178,217
Croft Medical Centre,http://www.craigcroftmedicalcentre.co.uk/,WCAG2AAA,B37 7WB,5d290b42edf8287f0f23bb9b,213,60,37,116
Bredon Hill Surgery,http://www.bredonsurgery.nhs.uk,WCAG2AAA,GL20 7QN,5d290b42edf8287f0f23bb9c,183,15,91,77
Springfield Surgery,http://www.springfieldelstead.co.uk/,WCAG2AAA,GU8 6EG,5d290b42edf8287f0f23bb9d,228,41,94,93
Yorkleigh Surgery - Ct,http://www.yorkleighsurgery.co.uk,WCAG2AAA,GL50 3ED,5d290b42edf8287f0f23bb9e,393,25,95,273
Wolvercote Surgery,http://www.summertownhealthcentre.co.uk,WCAG2AAA,OX2 8PE,5d290b42edf8287f0f23bb9f,278,57,67,154
Dr S Nelson & Partners,http://www.overtonparksurgery.com,WCAG2AAA,GL50 3BP,5d290b42edf8287f0f23bba0,285,69,71,145
The Park Medical Centre,http://www.parkmedicalcentrewythenshawe.nhs.uk,WCAG2AAA,M23 9AB,5d290b42edf8287f0f23bba1,225,16,92,117
"Drs Wunsch, Atkinson, Thomas, Evans, Embley And Baxter",http://www.abbottswoodmedicalcentre.co.uk,WCAG2AAA,WR10 1HZ,5d290b42edf8287f0f23bba2,294,56,64,174
Southam Surgery,http://www.thesouthamsurgery.co.uk,WCAG2AAA,CV47 1NY,5d290b42edf8287f0f23bba3,519,79,19,421
Underwood Surgery,http://www.underwoodsurgery.co.uk,WCAG2AAA,GL50 3EQ,5d290b42edf8287f0f23bba4,131,36,28,67
Spa Medical Centre,http://spamedical.warwickshire.nhs.uk,WCAG2AAA,CV31 1NE,5d290b42edf8287f0f23bba5,239,36,51,152
Avonside Health Centre,http://www.avonsidehealthcentre.nhs.uk,WCAG2AAA,CV34 5GJ,5d290b42edf8287f0f23bba6,292,69,24,199
Hilary Cottage Surgery,http://www.fairfordsurgery.co.uk,WCAG2AAA,GL7 4BQ,5d290b42edf8287f0f23bba7,211,65,20,126
Byfield Medical Centre,http://www.byfieldmedicalcentre.co.uk,WCAG2AAA,NN11 6XN,5d290b42edf8287f0f23bba8,333,22,97,214
Brackley Medical Centre,http://www.brackleymedicalcentre.co.uk/,WCAG2AAA,NN13 6EQ,5d290b42edf8287f0f23bba9,227,63,37,127
Rendcomb Surgery,http://www.rendcombsurgery.co.uk,WCAG2AAA,GL7 7EY,5d290b42edf8287f0f23bbaa,425,197,86,142
Brese Avenue Surgery,http://www.priorymed.nhs.uk/,WCAG2AAA,CV34 5TS,5d290b42edf8287f0f23bbab,253,51,53,149
Pershore Medical Practice,http://www.pershoremedicalpractice.co.uk,WCAG2AAA,WR10 1PX,5d290b42edf8287f0f23bbac,253,65,23,165
The Leckhampton Surgery,http://www.leckhamptonsurgery.co.uk,WCAG2AAA,GL53 0LA,5d290b42edf8287f0f23bbad,364,157,58,149
Sherbourne Medical Centre,http://www.sherbourne.nhs.uk,WCAG2AAA,CV32 4RA,5d290b42edf8287f0f23bbae,231,25,58,148
Montgomery-House Surgery,http://www.montgomeryhousesurgery.co.uk,WCAG2AAA,OX26 6HT,5d290b42edf8287f0f23bbaf,631,17,255,359
Bicester Health Centre,http://www.bicesterhc.co.uk,WCAG2AAA,OX26 6AT,5d290b42edf8287f0f23bbb0,292,83,43,166
Clarendon Lodge Medical Centre,http://www.clmp.org.uk,WCAG2AAA,CV32 5SS,5d290b42edf8287f0f23bbb1,319,39,35,245
Alchester Medical Group - Victoria House Surgery,http://www.alchestermedicalgroup.co.uk/,WCAG2AAA,OX26 3EU,5d290b42edf8287f0f23bbb2,275,11,78,186
Grey Gable Surgery,http://www.greygablesurgery.com,WCAG2AAA,WR7 4BW,5d290b42edf8287f0f23bbb3,174,7,46,121
Henley-in-Arden Medical Centre,http://www.henley-in-ardenmedcntr.co.uk/,WCAG2AAA,B95 5GD,5d290b42edf8287f0f23bbb4,418,49,115,254
Botley Medical Centre,http://www.botleymedicalcentre.co.uk,WCAG2AAA,OX2 9JS,5d290b42edf8287f0f23bbb5,304,10,170,124
Summertown Health Centre,http://www.summertownhealthcentre.co.uk,WCAG2AAA,OX2 7BS,5d290b42edf8287f0f23bbb6,278,57,67,154
West Cheltenham Medical,https://www.westcheltenhammedical.co.uk/,WCAG2AAA,GL51 7SU,5d290b42edf8287f0f23bbb7,425,25,164,236
The Up Hatherley Surgery,http://www.portlandpractice.co.uk/,WCAG2AAA,GL51 3EB,5d290b42edf8287f0f23bbb8,351,126,67,158
Cutteslowe Surgery,http://www.summertownhealthcentre.co.uk,WCAG2AAA,OX2 7NE,5d290b42edf8287f0f23bbb9,278,57,67,154
Alchester Medical Group,http://www.alchestermedicalgroup.co.uk/,WCAG2AAA,OX26 6XX,5d290b42edf8287f0f23bbba,275,11,78,186
Cubbington Road Surgery,http://www.cubbingtonsurgery.nhs.uk,WCAG2AAA,CV32 7AT,5d290b42edf8287f0f23bbbb,267,19,96,152
Pool Medical Centre,http://www.poolmedical.nhs.uk,WCAG2AAA,B80 7QU,5d290b42edf8287f0f23bbbc,234,51,41,142
Dr Leaver & Partners ,http://www.leaverandpartnersjericho.nhs.uk/,WCAG2AAA,OX2 6NW,5d290b42edf8287f0f23bbbd,230,8,112,110
Church Street Medical,http://www.churchstreetdoctors.com/,WCAG2AAA,GL20 5GJ,5d290b42edf8287f0f23bbbe,426,26,163,237
Mythe Medical Practice,http://www.mythemedical.co.uk,WCAG2AAA,GL20 5GJ,5d290b42edf8287f0f23bbbf,253,6,124,123
Observatory Medical Practice,http://www.gpjerichotwo.co.uk/,WCAG2AAA,OX2 6NW,5d290b42edf8287f0f23bbc0,246,14,77,155
The Ridgeway Surgery,http://www.ridgeway-surgery.co.uk/,WCAG2AAA,HA2 7DU,5d290b42edf8287f0f23bbc1,254,62,89,103
27 Beaumont Street Medical Practice,https://www.27beaumontstreet.co.uk/,WCAG2AAA,OX1 2NR,5d290b42edf8287f0f23bbc2
28 Beaumont Street,http://www.28beaumontstreet.co.uk,WCAG2AAA,OX1 2NP,5d290b42edf8287f0f23bbc3,235,44,40,151
19 Beaumont Street Surgery,http://www.19beaumontstreet.com/,WCAG2AAA,OX1 2NA,5d290b42edf8287f0f23bbc4,606,27,236,343
Appleton Surgery,http://www.malthousesurgery.co.uk,WCAG2AAA,OX13 5JS,5d290b42edf8287f0f23bbc5,228,8,94,126
Hedena at Marston Pharmacy,http://www.hedenahealth.co.uk,WCAG2AAA,OX3 0JR,5d290b42edf8287f0f23bbc6,458,33,180,245
King Edward Street Medical Practice,http://www.kingedwardst.nhs.uk/,WCAG2AAA,OX1 4JA,5d290b42edf8287f0f23bbc7
White Horse Medical Practice,http://www.whmp.co.uk,WCAG2AAA,SN7 7YU,5d290b42edf8287f0f23bbc8,247,51,73,123
St Clements Surgery,http://www.stclementssurgery.org/,WCAG2AAA,OX4 1JS,5d290b42edf8287f0f23bbc9,331,10,175,146
South Oxford Health Centre,http://www.sohc.org.uk,WCAG2AAA,OX1 4RP,5d290b42edf8287f0f23bbca,298,22,147,129
Oxford Brookes Medical Centre,http://www.sbmc.org.uk/,WCAG2AAA,OX3 0BP,5d290b42edf8287f0f23bbcb
St Bartholomew's Medical Centre,http://www.sbmc.org.uk/,WCAG2AAA,OX4 1XB,5d290b42edf8287f0f23bbcc
Bartlemas Surgery,http://www.bartlemas.org.uk,WCAG2AAA,OX4 1XD,5d290b42edf8287f0f23bbcd
Cowley Road Medical Practice,http://www.cowleyroadmedicalpractice.org.uk,WCAG2AAA,OX4 1XD,5d290b42edf8287f0f23bbce,309,69,21,219
Avenue Surgery,http://www.theavenuesurgery.co.uk/,WCAG2AAA,GL7 1EH,5d290b42edf8287f0f23bbcf,159,8,55,96
St Peter's Road Surgery,http://www.stpetersroadsurgery.nhs.uk,WCAG2AAA,GL7 1RF,5d290b42edf8287f0f23bbd0,308,61,105,142
Barton Surgery,https://www.hedenahealth.co.uk,WCAG2AAA,OX3 9LS,5d290b42edf8287f0f23bbd1,458,33,180,245
Bury Knowle Health Centre,https://www.hedenahealth.co.uk,WCAG2AAA,OX3 9JA,5d290b42edf8287f0f23bbd2,412,16,153,243
The Castle Medical Centre,http://www.castlemedicalcentre.co.uk,WCAG2AAA,CV8 1JP,5d290b42edf8287f0f23bbd3,271,10,125,136
Lapworth Surgery,http://www.lapworthsurgery.co.uk,WCAG2AAA,B94 6LH,5d290b42edf8287f0f23bbd4,229,47,73,109
Winyates Health Centre,http://www.winyateshc.co.uk,WCAG2AAA,B98 0NR,5d290b42edf8287f0f23bbd5,301,16,149,136
Abbey Medical Centre,http://www.abbeymedicalreading.co.uk/,WCAG2AAA,RG1 7XD,5d290b42edf8287f0f23bbd6,659,8,321,330
Park Surgery(Cv),http://www.theparksurgery.com/index.aspx,WCAG2AAA,GL7 1US,5d290b42edf8287f0f23bbd7,816,283,76,457
Churchdown Surgery,http://www.churchdownsurgery.co.uk/,WCAG2AAA,GL3 2JH,5d290b42edf8287f0f23bbd8,257,37,59,161
Phoenix Cirencester,https://www.phoenixhealthgroup-cirencester.co.uk/,WCAG2AAA,GL7 1XG,5d290b42edf8287f0f23bbd9,515,24,217,274
Donnington Medical Partnership,http://www.donningtonhealthcentre.nhs.uk,WCAG2AAA,OX4 4DH,5d290b42edf8287f0f23bbda,200,29,61,110
Brockworth Surgery,http://www.brockworthsurgery.nhs.uk,WCAG2AAA,GL3 4PE,5d290b42edf8287f0f23bbdb,202,33,59,110
The Bridge Surgery,http://www.thebridgesurgery.co.uk,WCAG2AAA,B97 4LA,5d290b42edf8287f0f23bbdc,249,54,69,126
Wood Farm Health Centre,https://www.hedenahealth.co.uk,WCAG2AAA,OX3 8RZ,5d290b42edf8287f0f23bbdd,448,23,180,245
Phoenix Royal Agricultural University,https://www.phoenixhealthgroup-rau.co.uk/,WCAG2AAA,GL7 6JS,5d290b42edf8287f0f23bbde,517,26,217,274
Westrop Medical Practice,http://www.weststropsurgery.co.uk,WCAG2AAA,SN6 7DN,5d290b42edf8287f0f23bbdf
Temple Cowley Medical Group,http://www.templecowleyhealthcentre.co.uk,WCAG2AAA,OX4 2HL,5d290b42edf8287f0f23bbe0,208,16,77,115
Hollow Way Medical Centre,http://www.hollowwaymedicalcentre.co.uk,WCAG2AAA,OX4 2NB,5d290b42edf8287f0f23bbe1,280,46,94,140
The Dow Surgery,http://www.dowsurgery.co.uk,WCAG2AAA,B97 4AJ,5d290b42edf8287f0f23bbe2,209,29,31,149
Elgar House Surgery,http://www.elgarhousesurgery.co.uk,WCAG2AAA,B97 4AB,5d290b42edf8287f0f23bbe3,307,25,149,133
