name,url,standard,address,task,result(total),result(error),result(warning),result(notice)
Shephall Health Centre,http://www.shephallwaysurgery.co.uk,WCAG2AA,SG2 9QZ,5d06a9b2e0673f62602f4f62,197,62,20,115
Shelford Medical Practice,http://grantamedicalpractices.co.uk,WCAG2AA,CB22 5FY,5d06a9b2e0673f62602f4f63,184,52,31,101
Cambridge Access Surgery,http://www.mhcambridgeaccess.co.uk/,WCAG2AA,CB5 8HB,5d06a9b2e0673f62602f4f64,199,43,42,114
The Medical Centre Buntingford,http://www.mysurgerywebsite.co.uk/index.aspx?p=e82130,WCAG2AA,SG9 9DQ,5d06a9b2e0673f62602f4f65,353,33,165,155
The Pines Surgery,http://www.pinessurgery.co.uk,WCAG2AA,NN2 8LL,5d06a9b2e0673f62602f4f66
Mill Road Surgery,http://www.millroadgpsurgery.co.uk,WCAG2AA,S35 9XQ,5d06a9b2e0673f62602f4f67,70,14,15,41
Whitefields Surgery,http://www.eleanorcrosshealthcare.co.uk,WCAG2AA,NN4 9UW,5d06a9b2e0673f62602f4f68,525,14,264,247
Cottenham Surgery,http://www.cottenhamsurgery.nhs.uk,WCAG2AA,CB24 8SE,5d06a9b2e0673f62602f4f69,238,49,62,127
"Firs House Partnership, 42 Telegraph Street",http://www.firshouse.com,WCAG2AA,CB24 8QU,5d06a9b2e0673f62602f4f6a,336,41,171,124
Brookfields Health Centre,http://www.cherryhintonmedical.co.uk,WCAG2AA,CB1 3DQ,5d06a9b2e0673f62602f4f6b,230,59,52,119
Cornford House Surgery,http://www.cornfordhouse.org,WCAG2AA,CB1 8BA,5d06a9b2e0673f62602f4f6c,301,9,137,155
Kings Health & Lings Brook Practice,http://www.kingsheathpractice.nhs.uk/,WCAG2AA,NN5 7LN,5d06a9b2e0673f62602f4f6d,297,133,40,124
Blisworth Surgery,http://www.theparksmedicalpractice.co.uk,WCAG2AA,NN7 3BT,5d06a9b2e0673f62602f4f6e,222,60,43,119
Edlesborough Surgery,http://www.edlesboroughsurgery.co.uk/,WCAG2AA,LU6 2HT,5d06a9b2e0673f62602f4f6f,288,30,112,146
Pytchley Court Health Centre,https://www.saxonspires.co.uk/,WCAG2AA,NN6 9WU,5d06a9b2e0673f62602f4f70,218,21,96,101
East Barnwell Health Centre,http://www.eastbarnwellhealthcentre.co.uk,WCAG2AA,CB5 8SP,5d06a9b2e0673f62602f4f71,298,20,130,148
St Luke's Primary Care Centre,http://www.stlukesprimarycarecentre.co.uk,WCAG2AA,NN5 6FR,5d06a9b2e0673f62602f4f72,352,24,84,244
Lakeside Healthcare at Yaxley,http://www.yaxleygp.nhs.uk/home,WCAG2AA,PE7 3JL,5d06a9b2e0673f62602f4f73
Cherry Hinton Surgery,http://www.millroadsurgery.co.uk,WCAG2AA,CB1 9HJ,5d06a9b2e0673f62602f4f74,226,23,76,127
Cherry Hinton & Brookfields Medical Practice,http://www.cherryhintonmedical.co.uk,WCAG2AA,CB1 9HR,5d06a9b2e0673f62602f4f75,233,60,52,121
Ashcroft Surgery,http://www.theashcroftsurgery.co.uk/,WCAG2AA,M19 3BS,5d06a9b2e0673f62602f4f76,221,12,81,128
"Granta Medical Practices, Sawston Medical Centre",http://www.grantamedicalpractices.co.uk/index.php,WCAG2AA,CB22 3HU,5d06a9b2e0673f62602f4f77,184,52,31,101
"Markyate Surgery, part of Rothschild House Group",http://www.markyatesurgery99.co.uk/,WCAG2AA,AL3 8LJ,5d06a9b2e0673f62602f4f78,331,57,21,253
Great Oakley Medical Centre,https://www.greatoakleymedicalcentre.co.uk,WCAG2AA,NN18 8LU,5d06a9b2e0673f62602f4f79,275,41,74,160
Rothwell Medical Centre,http://www.rdhg.co.uk,WCAG2AA,NN14 6JQ,5d06a9b2e0673f62602f4f7a,300,96,50,154
Paulerspury Branch Surgery,http://www.towcestermedicalcentre.co.uk,WCAG2AA,NN12 7ND,5d06a9b2e0673f62602f4f7b,320,53,42,225
Woodsend Medical Centre,http://www.woodsendmc.com,WCAG2AA,NN18 0QP,5d06a9b2e0673f62602f4f7c
Forest Gate Medical Centre,http://www.thelakesidesurgery.co.uk/,WCAG2AA,NN17 1TR,5d06a9b2e0673f62602f4f7d,242,49,43,150
Hampton Health,http://www.hamptonhealth.uk,WCAG2AA,PE7 8DR,5d06a9b2e0673f62602f4f7e,235,60,46,129
Orton Bushfield Medical Centre,http://www.ortonbushfield.gpsurgery.net,WCAG2AA,PE2 5RQ,5d06a9b2e0673f62602f4f7f,384,186,17,181
The Studfall Partnership,http://www.thestudfallpartnership.co.uk,WCAG2AA,NN17 1QP,5d06a9b2e0673f62602f4f80,288,18,144,126
Dr Sumira,http://www.drsumiraspractice-studfall.nhs.uk,WCAG2AA,NN17 1QP,5d06a9b2e0673f62602f4f81,194,6,73,115
Waterbeach Surgery,http://www.waterbeachsurgery.co.uk/,WCAG2AA,CB25 9LQ,5d06a9b2e0673f62602f4f82,121,35,20,66
Desborough Health Centre,http://www.rdhg.co.uk,WCAG2AA,NN14 2NB,5d06a9b2e0673f62602f4f83,300,96,50,154
BRIDGE COTTAGE SURGERY,http://www.bridgecottagesurgery.nhs.uk,WCAG2AA,AL6 9EF,5d06a9b2e0673f62602f4f84,254,17,99,138
The Surgery Haddenham,"http://www.haddenhamsurgery.nhs.uk/welcome,46452.htm",WCAG2AA,CB6 3TA,5d06a9b2e0673f62602f4f85,152,40,44,68
Priors Field Surgery,http://www.priorsfieldsurgery.nhs.uk,WCAG2AA,CB6 2RB,5d06a9b2e0673f62602f4f86,498,191,134,173
School Street Surgery,http://www.thegoldstreetsurgery.co.uk/,WCAG2AA,CB10 1NN,5d06a9b2e0673f62602f4f87,484,61,129,294
Pitstone Surgery,http://www.edlesboroughsurgery.co.uk/,WCAG2AA,LU7 9BE,5d06a9b2e0673f62602f4f88,290,30,112,148
Little Rothschild Surgery,http://www.rothschildhousesurgery.co.uk,WCAG2AA,LU7 9AX,5d06a9b2e0673f62602f4f89,327,55,21,251
George Clare Surgery,http://www.georgeclaresurgery.nhs.uk,WCAG2AA,PE16 6EX,5d06a9b2e0673f62602f4f8a,189,52,30,107
Dr Dickson And Partners,http://www.nordenhousesurgery.co.uk,WCAG2AA,MK18 3DW,5d06a9b2e0673f62602f4f8b,208,54,26,128
Gretton Surgery,http://www.uppinghamsurgery.nhs.uk,WCAG2AA,NN17 3BD,5d06a9b2e0673f62602f4f8c,232,65,34,133
Much Hadham Health Centre,http://www.muchhadhamhealthcentre.co.uk,WCAG2AA,SG10 6DE,5d06a9b2e0673f62602f4f8d,215,20,81,114
Market Harborough Medical Centre,http://www.marketharboroughmedicalcentre.co.uk,WCAG2AA,LE16 9BX,5d06a9b2e0673f62602f4f8e,326,74,104,148
Bishop's Park Health Centre,http://www.southstreetsurgery.co.uk,WCAG2AA,CM23 4DA,5d06a9b2e0673f62602f4f8f,368,72,103,193
Meadowcroft Surgery,http://www.meadowcroftsurgery.co.uk/,WCAG2AA,HP19 9EX,5d06a9b2e0673f62602f4f90,265,22,90,153
The Stansted Surgery,http://www.thestanstedsurgery.nhs.uk,WCAG2AA,CM24 8XG,5d06a9b2e0673f62602f4f91,168,37,63,68
Church Street Partnership,http://www.churchstsurgery.co.uk/,WCAG2AA,CM23 2LY,5d06a9b2e0673f62602f4f92,355,34,108,213
Thorley Health Centre,http://www.churchstsurgery.co.uk,WCAG2AA,CM23 4EG,5d06a9b2e0673f62602f4f93,355,34,108,213
South Street Surgery,http://www.southstreetsurgery.co.uk,WCAG2AA,CM23 3AP,5d06a9b2e0673f62602f4f94
PARSONAGE SURGERY,http://www.parsonagesurgery.co.uk/,WCAG2AA,CM23 5JH,5d06a9b2e0673f62602f4f95,337,24,42,271
"Haymeads Lane Medical Centre, Bishops Stortford",http://www.churchstsurgery.co.uk/,WCAG2AA,CM23 5JH,5d06a9b2e0673f62602f4f96,355,34,108,213
Mann Cottage Surgery,http://www.moretondoctors.nhs.uk,WCAG2AA,GL56 0DS,5d06a9b2e0673f62602f4f97,393,20,159,214
Shipston Medical Centre,http://shipstonmc.warwickshire.nhs.uk/,WCAG2AA,CV36 4BQ,5d06a9b2e0673f62602f4f98,272,23,66,183
Chipping Norton Health Centre,http://www.chippingnortonhealthcentre.nhs.uk/,WCAG2AA,OX7 5FA,5d06a9b2e0673f62602f4f99,343,13,130,200
Stow Surgery,http://www.stowsurgery.co.uk/,WCAG2AA,GL54 1EQ,5d06a9b2e0673f62602f4f9a,405,31,156,218
White House Surgery Blockley Branch,http://www.whitehousesurgery.co.uk,WCAG2AA,GL56 9BJ,5d06a9b2e0673f62602f4f9b,273,9,93,171
Hook Norton Surgery,http://www.bloxhamsurgery.co.uk,WCAG2AA,OX15 5PB,5d06a9b2e0673f62602f4f9c,252,73,23,156
Chipping Campden Surgery,http://www.chippingcampdensurgery.co.uk,WCAG2AA,GL55 6AU,5d06a9b2e0673f62602f4f9d,267,6,118,143
Wychwood Surgery,http://www.wychwoodsurgery.co.uk,WCAG2AA,OX7 6BW,5d06a9b2e0673f62602f4f9e,238,26,88,124
Cotswold Medical Practice,http://www.bourtonandnorthleachsurgeries.nhs.uk,WCAG2AA,GL54 2AZ,5d06a9b2e0673f62602f4f9f
Shenington Surgery,http://www.fennycomptonandsheningtonsurgery.nhs.uk/,WCAG2AA,OX15 6NF,5d06a9b2e0673f62602f4fa0
Meon Medical Centre,http://www.meonmedicalcentre.nhs.uk,WCAG2AA,CV37 8TA,5d06a9b2e0673f62602f4fa1,280,65,45,170
The Charlbury Medical Centre,http://www.thecharlburymedicalcentre.nhs.uk,WCAG2AA,OX7 3PQ,5d06a9b2e0673f62602f4fa2,190,56,17,117
Bloxham Surgery,http://www.bloxhamsurgery.co.uk,WCAG2AA,OX15 4ES,5d06a9b2e0673f62602f4fa3,252,73,23,156
Little Thatch,http://www.hastingshouse.org.uk,WCAG2AA,CV35 0HN,5d06a9b2e0673f62602f4fa4,217,39,42,136
Kineton Surgery,http://www.kinetonsurgery.org.uk,WCAG2AA,CV35 0LP,5d06a9b2e0673f62602f4fa5,12,3,3,6
Burford Surgery,http://www.burfordsurgery.co.uk,WCAG2AA,OX18 4LS,5d06a9b2e0673f62602f4fa6,85,19,19,47
Hardwick And Arden Surgery,http://www.westbarsurgery.co.uk,WCAG2AA,OX16 1XE,5d06a9b2e0673f62602f4fa7,420,19,245,156
West Bar Surgery,http://www.westbarsurgery.co.uk/,WCAG2AA,OX16 9AD,5d06a9b2e0673f62602f4fa8,422,19,245,158
Hightown Surgery,http://www.hightownsurgery.co.uk/,WCAG2AA,OX16 9DB,5d06a9b2e0673f62602f4fa9,258,8,85,165
Deddington Health Centre,http://www.deddingtonsurgery.co.uk,WCAG2AA,OX15 0TQ,5d06a9b2e0673f62602f4faa,275,29,94,152
Banbury Health Centre,http://www.banburyhealthcentre.co.uk,WCAG2AA,OX16 5QD,5d06a9b2e0673f62602f4fab,261,35,94,132
Hastings House Surgery,http://www.hastingshouse.org.uk/,WCAG2AA,CV35 9RH,5d06a9b2e0673f62602f4fac,217,39,42,136
Bridge House Medical Centre,http://www.bhmc.co.uk,WCAG2AA,CV37 6HE,5d06a9b2e0673f62602f4fad,243,28,57,158
Woodlands Surgery,http://www.middlecharemedicalgroup.co.uk/,WCAG2AA,NE38 9EJ,5d06a9b2e0673f62602f4fae,239,9,84,146
Arden Medical Centre,http://www.ardenmedicalcentre.co.uk,WCAG2AA,B93 0QA,5d06a9b2e0673f62602f4faf,239,28,64,147
Westwoods Surgery,http://www.bourtonandnorthleachsurgeries.nhs.uk,WCAG2AA,GL54 3QJ,5d06a9b2e0673f62602f4fb0
Rother House Medical Centre,http://www.rotherhouse.org.uk,WCAG2AA,CV37 6PP,5d06a9b2e0673f62602f4fb1,234,35,48,151
Trinity Court Surgery,http://www.trinitycourt.org.uk,WCAG2AA,CV37 6HJ,5d06a9b2e0673f62602f4fb2,200,36,51,113
Winchcombe Medical Centre,http://www.winchcombemedical.nhs.uk,WCAG2AA,GL54 5GZ,5d06a9b2e0673f62602f4fb3,199,56,21,122
Dr Swindlehurst And Partners,http://www.riversidesurgery.co.uk,WCAG2AA,WR11 1JP,5d06a9b2e0673f62602f4fb4,348,21,140,187
Bidford Health Centre,http://bidfordhc.nhs.uk/,WCAG2AA,B50 4LX,5d06a9b2e0673f62602f4fb5,185,14,52,119
Merstow Green Medical Practice,http://www.merstowgreenmedicalpractice.co.uk/,WCAG2AA,WR11 4BS,5d06a9b2e0673f62602f4fb6,209,12,74,123
Long Hanborough Surgery,https://www.eynshammedicalgroup.org.uk,WCAG2AA,OX29 8JL,5d06a9b2e0673f62602f4fb7,336,65,45,226
Windrush Medical Practice,http://www.windrushmedicalpractice.co.uk,WCAG2AA,OX28 6JS,5d06a9b2e0673f62602f4fb8,570,31,219,320
Dr Turner And Partners,https://www.woodstocksurgery.co.uk,WCAG2AA,OX20 1UD,5d06a9b2e0673f62602f4fb9,228,36,65,127
The Nuffield Practice,http://thenuffieldpractice.co.uk,WCAG2AA,OX28 6JQ,5d06a9b2e0673f62602f4fba,527,36,19,472
Cropredy Surgery,http://www.cropredy-surgery.co.uk,WCAG2AA,OX17 1FB,5d06a9b2e0673f62602f4fbb,242,9,88,145
Fenny Compton Surgery,http://www.fennycomptonandsheningtonsurgery.nhs.uk/,WCAG2AA,CV47 2YG,5d06a9b2e0673f62602f4fbc,351,94,78,179
Broadshires Health Centre,http://www.broadshireshealthcentre.com,WCAG2AA,OX18 1JA,5d06a9b2e0673f62602f4fbd,282,68,101,113
Cogges Surgery,http://www.coggesgpsurgery.org.uk,WCAG2AA,OX28 3FS,5d06a9b2e0673f62602f4fbe,165,29,24,112
Dr Sharpley,http://www.burfordsurgery.co.uk,WCAG2AA,OX18 3LJ,5d06a9b2e0673f62602f4fbf,80,16,19,45
"Dr J Uden & Partners, Carterton",http://www.bamptonmedicalpractice.co.uk,WCAG2AA,OX18 3LJ,5d06a9b2e0673f62602f4fc0,223,66,43,114
Harbury Surgery Dr Snowdon & Partner,http://www.harburysurgery.org.uk,WCAG2AA,CV47 2RE,5d06a9b2e0673f62602f4fc1,347,10,174,163
The Croft Medical Centre (Bishops Tachbrook Branch),http://www.croftmedical.co.uk/,WCAG2AA,CV33 9QX,5d06a9b2e0673f62602f4fc2,294,81,64,149
Eynsham Medical Group,https://www.eynshammedicalgroup.org.uk,WCAG2AA,OX29 4QB,5d06a9b2e0673f62602f4fc3,336,65,45,226
The Arrow Surgery,http://www.thearrowsurgery.nhs.uk,WCAG2AA,B49 6QR,5d06a9b2e0673f62602f4fc4,247,13,56,178
Alcester Health Centre,http://www.alcesterhealthcentre.co.uk,WCAG2AA,B49 6QR,5d06a9b2e0673f62602f4fc5,325,34,89,202
Yarnton Medical Practice,http://www.kidlingtonandyarntonsurgery.co.uk,WCAG2AA,OX5 1LT,5d06a9b2e0673f62602f4fc6,197,10,71,116
"Dr J Uden & Partners, Bampton",http://www.bamptonmedicalpractice.co.uk,WCAG2AA,OX18 2LJ,5d06a9b2e0673f62602f4fc7,223,66,43,114
The Key Medical Practice,http://www.kidlingtonandyarntonsurgery.co.uk,WCAG2AA,OX5 1AP,5d06a9b2e0673f62602f4fc8,197,10,71,116
Harbury Surgery,http://www.harburysurgery.org.uk,WCAG2AA,CV33 9HR,5d06a9b2e0673f62602f4fc9,346,9,174,163
Drs Holtby & Martin,http://www.whitnashmc.co.uk/,WCAG2AA,CV31 2LT,5d06a9b2e0673f62602f4fca,183,6,74,103
Cleevelands Medical Centre ,https://www.sevenposts-greyholme.nhs.uk/index.aspx,WCAG2AA,GL52 7YU,5d06a9b2e0673f62602f4fcb,180,36,42,102
Warwick Gates Family Health Centre,http://www.warwickgatesfhc.co.uk/,WCAG2AA,CV34 6DZ,5d06a9b2e0673f62602f4fcc,275,53,80,142
Sixways Clinic,http://www.sixwaysclinic.co.uk/,WCAG2AA,GL52 6HS,5d06a9b2e0673f62602f4fcd,302,123,40,139
Berkeley Place Surgery,http://www.berkeleyplacesurgery.nhs.uk,WCAG2AA,GL52 6DA,5d06a9b2e0673f62602f4fce,250,22,84,144
Budbrooke Medical Centre,http://budbrookemedicalcentre.co.uk,WCAG2AA,CV35 8SA,5d06a9b2e0673f62602f4fcf,226,15,80,131
St Wulfstan Surgery,http://stwulfstan.warwickshire.nhs.uk/,WCAG2AA,CV47 0FG,5d06a9b2e0673f62602f4fd0,270,52,55,163
The Portland Practice,http://portlandpractice.co.uk,WCAG2AA,GL50 4DP,5d06a9b2e0673f62602f4fd1,51,2,4,45
St George's Surgery,http://www.st-georgessurgery.co.uk/,WCAG2AA,GL50 4DP,5d06a9b2e0673f62602f4fd2,268,64,68,136
Cape Road Surgery,http://www.priorymed.nhs.uk,WCAG2AA,CV34 4JP,5d06a9b2e0673f62602f4fd3,253,51,53,149
The Royal Crescent Surgery ,http://www.royalcrescentsurgery.nhs.uk,WCAG2AA,GL50 3DA,5d06a9b2e0673f62602f4fd4,247,7,109,131
Crescent Bakery,http://www.crescentbakerysurgery.nhs.uk/,WCAG2AA,GL50 3PN,5d06a9b2e0673f62602f4fd5,371,9,139,223
Lisle Court Medical Centre,http://www.lislecourt.co.uk,WCAG2AA,CV31 2ES,5d06a9b2e0673f62602f4fd6,294,81,64,149
Islip Surgery,https://www.islipsurgery.org.uk/,WCAG2AA,OX5 2TQ,5d06a9b2e0673f62602f4fd7,436,27,190,219
Croft Medical Centre,http://www.craigcroftmedicalcentre.co.uk/,WCAG2AA,B37 7WB,5d06a9b2e0673f62602f4fd8,213,60,37,116
Bredon Hill Surgery,http://www.bredonsurgery.nhs.uk,WCAG2AA,GL20 7QN,5d06a9b2e0673f62602f4fd9,180,15,89,76
Springfield Surgery,http://www.springfieldelstead.co.uk/,WCAG2AA,GU8 6EG,5d06a9b2e0673f62602f4fda,228,41,94,93
Yorkleigh Surgery - Ct,http://www.yorkleighsurgery.co.uk,WCAG2AA,GL50 3ED,5d06a9b2e0673f62602f4fdb,383,25,98,260
Wolvercote Surgery,http://www.summertownhealthcentre.co.uk,WCAG2AA,OX2 8PE,5d06a9b2e0673f62602f4fdc,278,57,67,154
Dr S Nelson & Partners,http://www.overtonparksurgery.com,WCAG2AA,GL50 3BP,5d06a9b2e0673f62602f4fdd,280,69,67,144
The Park Medical Centre,http://www.parkmedicalcentrewythenshawe.nhs.uk,WCAG2AA,M23 9AB,5d06a9b2e0673f62602f4fde,220,18,92,110
"Drs Wunsch, Atkinson, Thomas, Evans, Embley And Baxter",http://www.abbottswoodmedicalcentre.co.uk,WCAG2AA,WR10 1HZ,5d06a9b2e0673f62602f4fdf,296,56,68,172
Southam Surgery,http://www.thesouthamsurgery.co.uk,WCAG2AA,CV47 1NY,5d06a9b2e0673f62602f4fe0,517,79,19,419
Underwood Surgery,http://www.underwoodsurgery.co.uk,WCAG2AA,GL50 3EQ,5d06a9b2e0673f62602f4fe1,129,34,28,67
Spa Medical Centre,http://spamedical.warwickshire.nhs.uk,WCAG2AA,CV31 1NE,5d06a9b2e0673f62602f4fe2,239,36,51,152
Avonside Health Centre,http://www.avonsidehealthcentre.nhs.uk,WCAG2AA,CV34 5GJ,5d06a9b2e0673f62602f4fe3,292,69,24,199
Hilary Cottage Surgery,http://www.fairfordsurgery.co.uk,WCAG2AA,GL7 4BQ,5d06a9b2e0673f62602f4fe4,211,65,20,126
Byfield Medical Centre,http://www.byfieldmedicalcentre.co.uk,WCAG2AA,NN11 6XN,5d06a9b2e0673f62602f4fe5,333,22,97,214
Brackley Medical Centre,http://www.brackleymedicalcentre.co.uk/,WCAG2AA,NN13 6EQ,5d06a9b2e0673f62602f4fe6,216,60,35,121
Rendcomb Surgery,http://www.rendcombsurgery.co.uk,WCAG2AA,GL7 7EY,5d06a9b2e0673f62602f4fe7,421,194,87,140
Brese Avenue Surgery,http://www.priorymed.nhs.uk/,WCAG2AA,CV34 5TS,5d06a9b2e0673f62602f4fe8,253,51,53,149
Pershore Medical Practice,http://www.pershoremedicalpractice.co.uk,WCAG2AA,WR10 1PX,5d06a9b2e0673f62602f4fe9,253,65,23,165
The Leckhampton Surgery,http://www.leckhamptonsurgery.co.uk,WCAG2AA,GL53 0LA,5d06a9b2e0673f62602f4fea,378,158,62,158
Sherbourne Medical Centre,http://www.sherbourne.nhs.uk,WCAG2AA,CV32 4RA,5d06a9b2e0673f62602f4feb,231,25,58,148
Montgomery-House Surgery,http://www.montgomeryhousesurgery.co.uk,WCAG2AA,OX26 6HT,5d06a9b2e0673f62602f4fec,629,16,256,357
Bicester Health Centre,http://www.bicesterhc.co.uk,WCAG2AA,OX26 6AT,5d06a9b2e0673f62602f4fed,307,84,47,176
Clarendon Lodge Medical Centre,http://www.clmp.org.uk,WCAG2AA,CV32 5SS,5d06a9b2e0673f62602f4fee,307,40,29,238
Alchester Medical Group - Victoria House Surgery,http://www.alchestermedicalgroup.co.uk/,WCAG2AA,OX26 3EU,5d06a9b2e0673f62602f4fef,272,11,78,183
Grey Gable Surgery,http://www.greygablesurgery.com,WCAG2AA,WR7 4BW,5d06a9b2e0673f62602f4ff0,174,7,46,121
Henley-in-Arden Medical Centre,http://www.henley-in-ardenmedcntr.co.uk/,WCAG2AA,B95 5GD,5d06a9b2e0673f62602f4ff1,422,50,116,256
Botley Medical Centre,http://www.botleymedicalcentre.co.uk,WCAG2AA,OX2 9JS,5d06a9b2e0673f62602f4ff2,287,10,153,124
Summertown Health Centre,http://www.summertownhealthcentre.co.uk,WCAG2AA,OX2 7BS,5d06a9b2e0673f62602f4ff3,278,57,67,154
West Cheltenham Medical,https://www.westcheltenhammedical.co.uk/,WCAG2AA,GL51 7SU,5d06a9b2e0673f62602f4ff4,431,31,164,236
The Up Hatherley Surgery,http://www.portlandpractice.co.uk/,WCAG2AA,GL51 3EB,5d06a9b2e0673f62602f4ff5,352,126,68,158
Cutteslowe Surgery,http://www.summertownhealthcentre.co.uk,WCAG2AA,OX2 7NE,5d06a9b2e0673f62602f4ff6,278,57,67,154
Alchester Medical Group,http://www.alchestermedicalgroup.co.uk/,WCAG2AA,OX26 6XX,5d06a9b2e0673f62602f4ff7,272,11,78,183
Cubbington Road Surgery,http://www.cubbingtonsurgery.nhs.uk,WCAG2AA,CV32 7AT,5d06a9b2e0673f62602f4ff8,267,19,96,152
Pool Medical Centre,http://www.poolmedical.nhs.uk,WCAG2AA,B80 7QU,5d06a9b2e0673f62602f4ff9,224,52,31,141
Dr Leaver & Partners ,http://www.leaverandpartnersjericho.nhs.uk/,WCAG2AA,OX2 6NW,5d06a9b2e0673f62602f4ffa,230,8,112,110
Church Street Medical,http://www.churchstreetdoctors.com/,WCAG2AA,GL20 5GJ,5d06a9b2e0673f62602f4ffb,433,33,163,237
Mythe Medical Practice,http://www.mythemedical.co.uk,WCAG2AA,GL20 5GJ,5d06a9b2e0673f62602f4ffc,251,6,124,121
Observatory Medical Practice,http://www.gpjerichotwo.co.uk/,WCAG2AA,OX2 6NW,5d06a9b2e0673f62602f4ffd,246,14,77,155
The Ridgeway Surgery,http://www.ridgeway-surgery.co.uk/,WCAG2AA,HA2 7DU,5d06a9b2e0673f62602f4ffe,240,61,85,94
27 Beaumont Street Medical Practice,https://www.27beaumontstreet.co.uk/,WCAG2AA,OX1 2NR,5d06a9b2e0673f62602f4fff
28 Beaumont Street,http://www.28beaumontstreet.co.uk,WCAG2AA,OX1 2NP,5d06a9b2e0673f62602f5000,228,46,36,146
19 Beaumont Street Surgery,http://www.19beaumontstreet.com/,WCAG2AA,OX1 2NA,5d06a9b2e0673f62602f5001,610,31,236,343
Appleton Surgery,http://www.malthousesurgery.co.uk,WCAG2AA,OX13 5JS,5d06a9b2e0673f62602f5002,228,8,94,126
Hedena at Marston Pharmacy,http://www.hedenahealth.co.uk,WCAG2AA,OX3 0JR,5d06a9b2e0673f62602f5003,452,30,177,245
King Edward Street Medical Practice,http://www.kingedwardst.nhs.uk/,WCAG2AA,OX1 4JA,5d06a9b2e0673f62602f5004
White Horse Medical Practice,http://www.whmp.co.uk,WCAG2AA,SN7 7YU,5d06a9b2e0673f62602f5005,228,49,64,115
St Clements Surgery,http://www.stclementssurgery.org/,WCAG2AA,OX4 1JS,5d06a9b2e0673f62602f5006,331,10,175,146
South Oxford Health Centre,http://www.sohc.org.uk,WCAG2AA,OX1 4RP,5d06a9b2e0673f62602f5007,298,22,147,129
Oxford Brookes Medical Centre,http://www.sbmc.org.uk/,WCAG2AA,OX3 0BP,5d06a9b2e0673f62602f5008
St Bartholomew's Medical Centre,http://www.sbmc.org.uk/,WCAG2AA,OX4 1XB,5d06a9b2e0673f62602f5009
Bartlemas Surgery,http://www.bartlemas.org.uk,WCAG2AA,OX4 1XD,5d06a9b2e0673f62602f500a
Cowley Road Medical Practice,http://www.cowleyroadmedicalpractice.org.uk,WCAG2AA,OX4 1XD,5d06a9b2e0673f62602f500b,293,69,21,203
Avenue Surgery,http://www.theavenuesurgery.co.uk/,WCAG2AA,GL7 1EH,5d06a9b2e0673f62602f500c,159,8,55,96
St Peter's Road Surgery,http://www.stpetersroadsurgery.nhs.uk,WCAG2AA,GL7 1RF,5d06a9b2e0673f62602f500d,307,61,104,142
Barton Surgery,https://www.hedenahealth.co.uk,WCAG2AA,OX3 9LS,5d06a9b2e0673f62602f500e,452,30,177,245
Bury Knowle Health Centre,https://www.hedenahealth.co.uk,WCAG2AA,OX3 9JA,5d06a9b2e0673f62602f500f,452,30,177,245
The Castle Medical Centre,http://www.castlemedicalcentre.co.uk,WCAG2AA,CV8 1JP,5d06a9b2e0673f62602f5010,269,10,125,134
Lapworth Surgery,http://www.lapworthsurgery.co.uk,WCAG2AA,B94 6LH,5d06a9b2e0673f62602f5011,213,45,67,101
Winyates Health Centre,http://www.winyateshc.co.uk,WCAG2AA,B98 0NR,5d06a9b2e0673f62602f5012,300,15,150,135
Abbey Medical Centre,http://www.abbeymedicalreading.co.uk/,WCAG2AA,RG1 7XD,5d06a9b2e0673f62602f5013,655,8,319,328
Park Surgery(Cv),http://www.theparksurgery.com/index.aspx,WCAG2AA,GL7 1US,5d06a9b2e0673f62602f5014,817,284,76,457
Churchdown Surgery,http://www.churchdownsurgery.co.uk/,WCAG2AA,GL3 2JH,5d06a9b2e0673f62602f5015,271,36,67,168
Phoenix Cirencester,https://www.phoenixhealthgroup-cirencester.co.uk/,WCAG2AA,GL7 1XG,5d06a9b2e0673f62602f5016,484,10,202,272
Donnington Medical Partnership,http://www.donningtonhealthcentre.nhs.uk,WCAG2AA,OX4 4DH,5d06a9b2e0673f62602f5017,200,29,61,110
Brockworth Surgery,http://www.brockworthsurgery.nhs.uk,WCAG2AA,GL3 4PE,5d06a9b2e0673f62602f5018,202,33,59,110
The Bridge Surgery,http://www.thebridgesurgery.co.uk,WCAG2AA,B97 4LA,5d06a9b2e0673f62602f5019,249,54,69,126
Wood Farm Health Centre,https://www.hedenahealth.co.uk,WCAG2AA,OX3 8RZ,5d06a9b2e0673f62602f501a,439,19,177,243
Phoenix Royal Agricultural University,https://www.phoenixhealthgroup-rau.co.uk/,WCAG2AA,GL7 6JS,5d06a9b2e0673f62602f501b,517,26,217,274
Westrop Medical Practice,http://www.weststropsurgery.co.uk,WCAG2AA,SN6 7DN,5d06a9b2e0673f62602f501c
Temple Cowley Medical Group,http://www.templecowleyhealthcentre.co.uk,WCAG2AA,OX4 2HL,5d06a9b2e0673f62602f501d,211,18,81,112
Hollow Way Medical Centre,http://www.hollowwaymedicalcentre.co.uk,WCAG2AA,OX4 2NB,5d06a9b2e0673f62602f501e,297,49,102,146
The Dow Surgery,http://www.dowsurgery.co.uk,WCAG2AA,B97 4AJ,5d06a9b2e0673f62602f501f,209,29,31,149
Elgar House Surgery,http://www.elgarhousesurgery.co.uk,WCAG2AA,B97 4AB,5d06a9b2e0673f62602f5020,307,25,149,133
